source_attraction,src_lat,src_lon,dest_attraction,dest_lat,dest_lon,counter,source_id,dest_id
Palmschoß,46.67621564404051,11.713047745083475,Acquarena,46.7192275,11.6572294,77,81,1
Palmschoß,46.67621564404051,11.713047745083475,Augustiner Chorherrenstift Neustift,46.74094275,11.651894043399755,6,81,7
Palmschoß,46.67621564404051,11.713047745083475,Diözesanmuseum Hofburg Brixen,46.7147023,11.6556498,24,81,13
Palmschoß,46.67621564404051,11.713047745083475,Pfannenspitze,46.69132214861144,11.745305323526795,101,81,43
Palmschoß,46.67621564404051,11.713047745083475,Messner Mountain Museum Firmian,46.47830620000001,11.3017389,2,81,55
Palmschoß,46.67621564404051,11.713047745083475,Messner Mountain Museum Ripa,46.794161,11.9399044,4,81,58
Palmschoß,46.67621564404051,11.713047745083475,Museum im Weißen Turm,46.7163815,11.65758612222222,4,81,66
Palmschoß,46.67621564404051,11.713047745083475,Museum Ladin Ciastel de Tor,46.680704038748,11.892846537309122,2,81,68
Palmschoß,46.67621564404051,11.713047745083475,Pharmaziemuseum Brixen,46.7166139,11.6582709,2,81,83
Palmschoß,46.67621564404051,11.713047745083475,Südtiroler Archäologiemuseum,46.49979545,11.349554272866651,4,81,102
Palmschoß,46.67621564404051,11.713047745083475,Plose,46.6980157,11.6826829,332,81,114
