source_attraction,src_lat,src_lon,dest_attraction,dest_lat,dest_lon,counter
Acquarena,46.7192275,11.6572294,Museum Schloss Moos-Schulthaus,46.45368815000001,11.24776647394225,0
Acquarena,46.7192275,11.6572294,Museum Steinegg,46.485742,11.455107105521678,0
Acquarena,46.7192275,11.6572294,Museum Zeitreise Mensch,46.313930778382186,11.224531338602759,0
Acquarena,46.7192275,11.6572294,Naturmuseum Südtirol,46.50126988074469,11.357366365592457,1
Acquarena,46.7192275,11.6572294,Nesselbahn,46.835742464070606,11.669954072070636,0
Acquarena,46.7192275,11.6572294,Palmschoß,46.67621564404051,11.713047745083474,17
Acquarena,46.7192275,11.6572294,Pharmaziemuseum Brixen,46.7166139,11.6582709,36
Acquarena,46.7192275,11.6572294,Planetarium Südtirol,46.438674299999995,11.4753424,0
Acquarena,46.7192275,11.6572294,Rohrerhaus,46.640046000000005,11.354006300000002,0
Acquarena,46.7192275,11.6572294,Schloss Prösels,46.5033614,11.4990917,0
Acquarena,46.7192275,11.6572294,Schloss Rodenegg,46.7821085,11.686005499999998,1
Acquarena,46.7192275,11.6572294,Schloss Runkelstein,46.517469299999995,11.359037800000001,3
Acquarena,46.7192275,11.6572294,Schloss Velthurns,46.6700207,11.6000965,12
Acquarena,46.7192275,11.6572294,Schludernser Torturm,46.6714924,10.5539127,0
Acquarena,46.7192275,11.6572294,"Schreibmaschinenmuseum ""Peter Mitterhofer""",46.684608600000004,11.073630999999999,0
Acquarena,46.7192275,11.6572294,Schwimmbad Alpinpool,46.813962200000006,11.657932699999998,0
Acquarena,46.7192275,11.6572294,Silberbergwerk Villanders,46.6539687,11.5435707,4
Acquarena,46.7192275,11.6572294,Skilift Terenten,46.8265541,11.810707199999998,0
Acquarena,46.7192275,11.6572294,St. Prokulus Museum,46.6528703,11.0074376,0
Acquarena,46.7192275,11.6572294,Stadtmuseum Bruneck,46.796290500000005,11.940990800000002,0
